Id	Town	RL	DST	DGT	DS	RC	IP	CP	CV	CL	RLI	SSI	ORI	RD	RT	AB
0	Town01	533.01	1087.75	259.9	100.0	100.0	1.0	0	0	0	0	0	0	0	0	0
1	Town01	731.5	1185.65	394.1	70.0	100.0	0.7	0	0	0	1	0	0	0	0	0
2	Town01	685.67	577.15	195.45	70.0	100.0	0.7	0	0	0	1	0	0	0	0	0
3	Town01	556.15	760.65	254.25	60.0	100.0	0.6	0	1	0	0	0	0	0	0	0
4	Town01	893.89	927.02	301.95	100.0	100.0	1.0	0	0	0	0	0	0	0	0	0
5	Town03	1671.72	3159.33	770.05	49.0	100.0	0.49	0	0	0	2	0	0	0	0	0
6	Town03	1484.5	1719.92	504.55	18.658	44.423	0.42	0	1	0	1	0	0	0	0	1
7	Town03	1262.67	1105.73	338.4	22.019	22.019	1.0	0	0	0	0	0	0	0	0	1
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
					61.21	83.305	0.739	0.0	0.307	0.0	0.768	0.0	0.0	0.0	0.0	0.307
