Id	Town	RL	DST	DGT	DS	RC	IP	CP	CV	CL	RLI	SSI	ORI	RD	RT	AB
8	Town03	1869.97	3146.54	1002.9	100.0	100.0	1.0	0	0	0	0	0	0	0	0	0
9	Town03	1314.96	2622.08	785.55	70.0	100.0	0.7	0	0	0	1	0	0	0	0	0
10	Town06	1129.37	1896.91	582.55	49.0	100.0	0.49	0	0	0	2	0	0	0	0	0
11	Town06	1687.29	1427.98	430.65	100.0	100.0	1.0	0	0	0	0	0	0	0	0	0
12	Town06	1859.38	1239.05	420.7	56.0	100.0	0.56	0	0	0	1	1	0	0	0	0
13	Town06	2270.93	1445.8	471.9	28.131	57.409	0.49	0	0	0	2	0	0	0	0	1
14	Town06	1329.75	793.33	275.55	70.0	100.0	0.7	0	0	0	1	0	0	0	0	0
15	Town02	1010.45	3044.33	689.2	29.4	100.0	0.294	0	1	0	2	0	0	0	0	0
16	Town02	872.1	1729.79	526.3	100.0	100.0	1.0	0	0	0	0	0	0	0	0	0
17	Town02	974.09	3279.69	743.15	100.0	100.0	1.0	0	0	0	0	0	0	0	0	0
18	Town02	820.6	928.58	278.35	14.136	14.136	1.0	0	0	0	0	0	0	0	0	1
19	Town02	820.6	2659.91	557.25	100.0	100.0	1.0	0	0	0	0	0	0	0	0	0
20	Town04	2091.06	1031.74	279.95	4.162	4.162	1.0	0	0	0	0	0	0	0	0	1
21	Town04	1867.25	3904.31	1082.25	70.0	100.0	0.7	0	0	0	1	0	0	0	0	0
22	Town04	2069.44	5003.09	1063.65	70.0	100.0	0.7	0	0	0	1	0	0	0	0	0
23	Town04	2440.36	4959.19	1086.2	70.0	100.0	0.7	0	0	0	1	0	0	0	0	0
24	Town04	1862.25	2407.81	425.35	6.799	16.189	0.42	0	1	0	1	0	0	0	0	1
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
					61.037	81.876	0.75	0.0	0.093	0.0	0.604	0.046	0.0	0.0	0.0	0.186
